"No.","Time","Source","Destination","Protocol","Length","Info"
"323","4.783064","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"324","4.783107","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=193981 Win=4127 Len=0"
"325","4.824297","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"326","4.824340","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=195201 Win=4127 Len=0"
"327","4.835429","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"328","4.835483","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=196421 Win=4127 Len=0"
"329","4.863384","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"330","4.863426","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=197641 Win=4127 Len=0"
"331","4.874384","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"332","4.874450","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=198861 Win=4127 Len=0"
"333","4.904912","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"334","4.904953","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=200081 Win=4127 Len=0"
"335","4.945078","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"336","4.945135","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=201301 Win=4127 Len=0"
"337","4.945322","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"338","4.945352","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=202521 Win=4127 Len=0"
"339","4.951217","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"340","4.951267","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=203741 Win=4127 Len=0"
"341","4.981323","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"342","4.981368","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=204961 Win=4127 Len=0"
"343","4.993342","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"344","4.993381","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=206181 Win=4127 Len=0"
"345","5.024650","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"346","5.024720","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=207401 Win=4127 Len=0"
"347","5.034401","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"348","5.034463","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=208621 Win=4127 Len=0"
"349","5.064119","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"350","5.064173","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=209841 Win=4127 Len=0"
"351","5.075036","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"352","5.075100","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=211061 Win=4127 Len=0"
"353","5.103574","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"354","5.103639","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=212281 Win=4127 Len=0"
"355","5.115250","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"356","5.115328","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=213501 Win=4127 Len=0"
"357","5.144574","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"358","5.144644","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=214721 Win=4127 Len=0"
"359","5.155400","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"360","5.155454","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=215941 Win=4127 Len=0"
"361","5.184811","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"362","5.184866","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=217161 Win=4127 Len=0"
"363","5.195062","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"364","5.195117","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=218381 Win=4127 Len=0"
"365","5.239431","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"366","5.239489","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=219601 Win=4127 Len=0"
"367","5.239720","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"368","5.239757","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=220821 Win=4127 Len=0"
"369","5.265879","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"370","5.265926","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=222041 Win=4127 Len=0"
"371","5.277483","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"372","5.277537","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=223261 Win=4127 Len=0"
"373","5.304171","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"374","5.304215","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=224481 Win=4127 Len=0"
"375","5.318443","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"376","5.318496","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=225701 Win=4127 Len=0"
"377","5.359721","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"378","5.359770","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=226921 Win=4127 Len=0"
"379","5.386799","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"380","5.386839","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=228141 Win=4127 Len=0"
"381","5.401146","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"382","5.401201","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=229361 Win=4127 Len=0"
"383","5.424446","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"384","5.424498","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=230581 Win=4127 Len=0"
"385","5.430503","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"386","5.430559","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=231801 Win=4127 Len=0"
"387","5.432557","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"388","5.432601","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=233021 Win=4127 Len=0"
"389","5.443764","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"390","5.443808","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=234241 Win=4127 Len=0"
"391","5.469144","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"392","5.469185","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=235461 Win=4127 Len=0"
"393","5.503094","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","1294","Ignored Unknown Record"
"394","5.503136","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=236681 Win=4127 Len=0"
"395","5.523041","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=236681 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"396","5.523101","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=237901 Win=4127 Len=0"
"397","5.554726","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=237901 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"398","5.554768","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=239121 Win=4127 Len=0"
"399","5.592952","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=239121 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"400","5.592992","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=240341 Win=4127 Len=0"
"401","5.621787","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=240341 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"402","5.621842","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=241561 Win=4127 Len=0"
"403","5.636379","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=241561 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"404","5.636432","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=242781 Win=4127 Len=0"
"405","5.663816","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=242781 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"406","5.663816","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=244001 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"407","5.663862","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=245221 Win=4127 Len=0"
"408","5.672312","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=245221 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"409","5.672386","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=246441 Win=4127 Len=0"
"410","5.704668","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=246441 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"411","5.704715","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=247661 Win=4127 Len=0"
"412","5.714725","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=247661 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"413","5.714766","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=248881 Win=4127 Len=0"
"414","5.751329","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=248881 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"415","5.751387","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=250101 Win=4127 Len=0"
"416","5.752605","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=250101 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"417","5.752646","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=251321 Win=4127 Len=0"
"418","5.840706","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=251321 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"419","5.840750","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=252541 Win=4127 Len=0"
"420","5.840965","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=252541 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"421","5.840992","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=253761 Win=4127 Len=0"
"422","5.841122","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=253761 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"423","5.841146","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=254981 Win=4127 Len=0"
"424","5.841294","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=254981 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"425","5.841330","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=256201 Win=4127 Len=0"
"426","5.868166","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=256201 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"427","5.868219","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=257421 Win=4127 Len=0"
"428","5.869884","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=257421 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"429","5.869969","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=258641 Win=4127 Len=0"
"430","5.903407","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=258641 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"431","5.903467","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=259861 Win=4127 Len=0"
"432","5.907470","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=259861 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"433","5.907511","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=261081 Win=4127 Len=0"
"434","5.944871","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=261081 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"435","5.944929","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=262301 Win=4127 Len=0"
"436","5.947915","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=262301 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"437","5.947954","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=263521 Win=4127 Len=0"
"438","6.078349","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=263521 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"439","6.078406","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=264741 Win=4127 Len=0"
"440","6.078564","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=264741 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"441","6.078597","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=265961 Win=4127 Len=0"
"442","6.078734","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=265961 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"443","6.078775","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=267181 Win=4127 Len=0"
"444","6.078913","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=267181 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"445","6.078943","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=268401 Win=4127 Len=0"
"446","6.079039","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=268401 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"447","6.079063","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=269621 Win=4127 Len=0"
"448","6.079146","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=269621 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"449","6.079170","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=270841 Win=4127 Len=0"
"450","6.079302","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=270841 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"451","6.079327","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=272061 Win=4127 Len=0"
"452","6.103467","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=272061 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"453","6.103526","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=273281 Win=4127 Len=0"
"454","6.107797","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=273281 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"455","6.107847","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=274501 Win=4127 Len=0"
"456","6.123386","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=274501 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
"457","6.123443","2409:4072:888:f276:6820:e57f:8fac:50de","2600:9000:2354:ce00:19:e3cb:f900:93a1","TCP","74","55865  >  443 [ACK] Seq=1221 Ack=275721 Win=4127 Len=0"
"458","6.143270","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1294","443  >  55865 [ACK] Seq=275721 Ack=1 Win=631 Len=1220 [TCP PDU reassembled in 468]"
